"Answer Name","Question Current Txt","Locale Code","Answer Response Text","Question Name","Answer Current Text","Event Utc Date"
"No time","What are your main reasons for canceling your account with Netflix? (Select all that apply)","en-IN","","Cancel Reasons","Didn't have enough time to use Netflix","20220513"
